-5.000	-5.000	-2.500	0.55244839
-4.900	-5.000	-2.500	0.65208614
-4.800	-5.000	-2.500	0.76857400
-4.700	-5.000	-2.500	0.90456414
-4.600	-5.000	-2.500	1.06308949
-4.500	-5.000	-2.500	1.24761045
-4.400	-5.000	-2.500	1.46206570
-4.300	-5.000	-2.500	1.71092701
-4.200	-5.000	-2.500	1.99925792
-4.100	-5.000	-2.500	2.33277416
-4.000	-5.000	-2.500	2.71790743
-3.900	-5.000	-2.500	3.16187024
-3.800	-5.000	-2.500	3.67271781
-3.700	-5.000	-2.500	4.25940943
-3.600	-5.000	-2.500	4.93186283
-3.500	-5.000	-2.500	5.70099592
-3.400	-5.000	-2.500	6.57875967
-3.300	-5.000	-2.500	7.57814312
-3.200	-5.000	-2.500	8.71315765
-3.100	-5.000	-2.500	9.99878025
-3.000	-5.000	-2.500	11.45085335
-2.900	-5.000	-2.500	13.08592892
-2.800	-5.000	-2.500	14.92104721
-2.700	-5.000	-2.500	16.97343063
-2.600	-5.000	-2.500	19.26009560
-2.500	-5.000	-2.500	21.79736137
-2.400	-5.000	-2.500	24.60025024
-2.300	-5.000	-2.500	27.68177986
-2.200	-5.000	-2.500	31.05216026
-2.100	-5.000	-2.500	34.71788406
-2.000	-5.000	-2.500	38.68077469
-1.900	-5.000	-2.500	42.93696213
-1.800	-5.000	-2.500	47.47592163
-1.700	-5.000	-2.500	52.27956009
-1.600	-5.000	-2.500	57.32144547
-1.500	-5.000	-2.500	62.56628036
-1.400	-5.000	-2.500	67.96963501
-1.300	-5.000	-2.500	73.47807312
-1.200	-5.000	-2.500	79.02964783
-1.100	-5.000	-2.500	84.55485535
-1.000	-5.000	-2.500	89.97799683
-0.900	-5.000	-2.500	95.21894073
-0.800	-5.000	-2.500	100.19517517
-0.700	-5.000	-2.500	104.82415009
-0.600	-5.000	-2.500	109.02566528
-0.500	-5.000	-2.500	112.72432709
-0.400	-5.000	-2.500	115.85188293
-0.300	-5.000	-2.500	118.34931946
-0.200	-5.000	-2.500	120.16873932
-0.100	-5.000	-2.500	121.27483368
0.000	-5.000	-2.500	121.64595795
0.100	-5.000	-2.500	121.27483368
0.200	-5.000	-2.500	120.16873932
0.300	-5.000	-2.500	118.34931946
0.400	-5.000	-2.500	115.85188293
0.500	-5.000	-2.500	112.72432709
0.600	-5.000	-2.500	109.02566528
0.700	-5.000	-2.500	104.82415009
0.800	-5.000	-2.500	100.19517517
0.900	-5.000	-2.500	95.21894073
1.000	-5.000	-2.500	89.97799683
1.100	-5.000	-2.500	84.55485535
1.200	-5.000	-2.500	79.02964783
1.300	-5.000	-2.500	73.47807312
1.400	-5.000	-2.500	67.96963501
1.500	-5.000	-2.500	62.56628036
1.600	-5.000	-2.500	57.32144547
1.700	-5.000	-2.500	52.27956009
1.800	-5.000	-2.500	47.47592163
1.900	-5.000	-2.500	42.93696213
2.000	-5.000	-2.500	38.68077469
2.100	-5.000	-2.500	34.71788406
2.200	-5.000	-2.500	31.05216026
2.300	-5.000	-2.500	27.68177986
2.400	-5.000	-2.500	24.60025024
2.500	-5.000	-2.500	21.79736137
2.600	-5.000	-2.500	19.26009560
2.700	-5.000	-2.500	16.97343063
2.800	-5.000	-2.500	14.92104721
2.900	-5.000	-2.500	13.08592892
3.000	-5.000	-2.500	11.45085335
3.100	-5.000	-2.500	9.99878025
3.200	-5.000	-2.500	8.71315765
3.300	-5.000	-2.500	7.57814312
3.400	-5.000	-2.500	6.57875967
3.500	-5.000	-2.500	5.70099592
3.600	-5.000	-2.500	4.93186283
3.700	-5.000	-2.500	4.25940943
3.800	-5.000	-2.500	3.67271781
3.900	-5.000	-2.500	3.16187024
4.000	-5.000	-2.500	2.71790743
4.100	-5.000	-2.500	2.33277416
4.200	-5.000	-2.500	1.99925792
4.300	-5.000	-2.500	1.71092701
4.400	-5.000	-2.500	1.46206570
4.500	-5.000	-2.500	1.24761045
4.600	-5.000	-2.500	1.06308949
4.700	-5.000	-2.500	0.90456414
4.800	-5.000	-2.500	0.76857400
4.900	-5.000	-2.500	0.65208614
5.000	-5.000	-2.500	0.55244839
-5.000	-4.900	-2.500	0.62770802
-4.900	-4.900	-2.500	0.74102986
-4.800	-4.900	-2.500	0.87358683
-4.700	-4.900	-2.500	1.02842665
-4.600	-4.900	-2.500	1.20903885
-4.500	-4.900	-2.500	1.41940975
-4.400	-4.900	-2.500	1.66408217
-4.300	-4.900	-2.500	1.94822085
-4.200	-4.900	-2.500	2.27768064
-4.100	-4.900	-2.500	2.65907931
-4.000	-4.900	-2.500	3.09987283
-3.900	-4.900	-2.500	3.60843205
-3.800	-4.900	-2.500	4.19411707
-3.700	-4.900	-2.500	4.86734915
-3.600	-4.900	-2.500	5.63967514
-3.500	-4.900	-2.500	6.52381897
-3.400	-4.900	-2.500	7.53371525
-3.300	-4.900	-2.500	8.68451786
-3.200	-4.900	-2.500	9.99257565
-3.100	-4.900	-2.500	11.47535896
-3.000	-4.900	-2.500	13.15133953
-2.900	-4.900	-2.500	15.03979111
-2.800	-4.900	-2.500	17.16051674
-2.700	-4.900	-2.500	19.53347206
-2.600	-4.900	-2.500	22.17828941
-2.500	-4.900	-2.500	25.11366653
-2.400	-4.900	-2.500	28.35664940
-2.300	-4.900	-2.500	31.92176628
-2.200	-4.900	-2.500	35.82007217
-2.100	-4.900	-2.500	40.05805969
-2.000	-4.900	-2.500	44.63654709
-1.900	-4.900	-2.500	49.54952240
